n_objetivos,problema,indicador,hiperparam_ind_conv,p-value_Friedman,Medias_Distintas
3,WFG9,spd,R2,0.9740820663293575,0
4,DTLZ1,eps+,IGD+,0.07806416734828599,0
4,DTLZ1,eps+,R2,0.2546630914367433,0
4,DTLZ1,hv,IGD+,0.15704173975085411,0
4,DTLZ1,hv,R2,0.605761364604656,0
4,DTLZ1,igd,IGD+,0.6252848600900096,0
4,DTLZ1,igd,R2,0.29366472518806047,0
4,DTLZ1,igd+,IGD+,0.5564193263537409,0
4,DTLZ1,igd+,R2,0.471305702675731,0
4,DTLZ1,r2,IGD+,0.4729541794380312,0
4,DTLZ1,r2,R2,0.17633484742498054,0
4,DTLZ1,s-energy,IGD+,0.49125109121481536,0
4,DTLZ1,s-energy,R2,0.56868154082717,0
4,DTLZ1,spd,IGD+,0.3140179571057939,0
4,DTLZ1,spd,R2,0.6678436005308571,0
4,DTLZ2,eps+,IGD+,0.03445262774978486,1
4,DTLZ2,eps+,R2,0.5634188329382535,0
4,DTLZ2,hv,IGD+,3.498231649427178e-10,1
4,DTLZ2,hv,R2,0.8899601485730372,0
4,DTLZ2,igd,IGD+,1.1323052839467343e-07,1
4,DTLZ2,igd,R2,0.45821186822779936,0
4,DTLZ2,igd+,IGD+,7.934315685356947e-10,1
4,DTLZ2,igd+,R2,0.7458695993863216,0
4,DTLZ2,r2,IGD+,0.0024534903023515587,1
4,DTLZ2,r2,R2,0.31793872200602924,0
4,DTLZ2,s-energy,IGD+,5.723675426271551e-15,1
4,DTLZ2,s-energy,R2,0.9440064819385043,0
4,DTLZ2,spd,IGD+,1.9593126760015932e-15,1
4,DTLZ2,spd,R2,0.6270608793359845,0
4,DTLZ3,eps+,IGD+,0.013273343595552977,1
4,DTLZ3,eps+,R2,0.5030424650508698,0
4,DTLZ3,hv,IGD+,0.001982577585001083,1
4,DTLZ3,hv,R2,0.9513548618464941,0
4,DTLZ3,igd,IGD+,0.7029582246456741,0
4,DTLZ3,igd,R2,0.7838431440165834,0
4,DTLZ3,igd+,IGD+,0.0010585925536379932,1
4,DTLZ3,igd+,R2,0.772472304994281,0
4,DTLZ3,r2,IGD+,0.007504453450186206,1
4,DTLZ3,r2,R2,0.7458695993863216,0
4,DTLZ3,s-energy,IGD+,1.1210983075419034e-08,1
4,DTLZ3,s-energy,R2,0.003915184264128182,1
4,DTLZ3,spd,IGD+,5.3996058627660255e-06,1
4,DTLZ3,spd,R2,0.7559379344600048,0
4,DTLZ4,eps+,IGD+,0.34988860282927436,0
4,DTLZ4,eps+,R2,0.92438944819406,0
4,DTLZ4,hv,IGD+,0.0011040817669127718,1
4,DTLZ4,hv,R2,0.2075960902531453,0
4,DTLZ4,igd,IGD+,0.03699242262592158,1
4,DTLZ4,igd,R2,0.6620886625047606,0
4,DTLZ4,igd+,IGD+,0.0015604735463476593,1
4,DTLZ4,igd+,R2,0.9324307513949666,0
4,DTLZ4,r2,IGD+,0.03117384826870106,1
4,DTLZ4,r2,R2,0.27126478850561137,0
4,DTLZ4,s-energy,IGD+,2.0631494287919766e-06,1
4,DTLZ4,s-energy,R2,0.8127396668166442,0
4,DTLZ4,spd,IGD+,1.5964452556165155e-07,1
4,DTLZ4,spd,R2,0.7513252008414893,0
4,DTLZ5,eps+,IGD+,0.14733985104574585,0
4,DTLZ5,eps+,R2,0.8549268805672225,0
4,DTLZ5,hv,IGD+,0.3806270752406285,0
4,DTLZ5,hv,R2,0.07334157420015212,0
4,DTLZ5,igd,IGD+,0.16013107651218086,0
4,DTLZ5,igd,R2,0.2639244187039675,0
4,DTLZ5,igd+,IGD+,0.6110823611536536,0
4,DTLZ5,igd+,R2,0.0899453452048144,0
4,DTLZ5,r2,IGD+,0.7151075356862557,0
4,DTLZ5,r2,R2,0.7525827367480178,0
4,DTLZ5,s-energy,IGD+,0.5252157042926542,0
4,DTLZ5,s-energy,R2,0.04755579939753304,1
4,DTLZ5,spd,IGD+,0.19023352452767964,0
4,DTLZ5,spd,R2,0.13256116896102005,0
4,DTLZ6,eps+,IGD+,0.0604068387619801,0
4,DTLZ6,eps+,R2,0.4746052029735224,0
4,DTLZ6,hv,IGD+,0.5372878716302921,0
4,DTLZ6,hv,R2,0.0666950188200207,0
4,DTLZ6,igd,IGD+,0.45983928605083624,0
4,DTLZ6,igd,R2,0.5098284811091143,0
4,DTLZ6,igd+,IGD+,0.8106599306404725,0
4,DTLZ6,igd+,R2,0.020468493707880914,1
4,DTLZ6,r2,IGD+,0.05496364149510497,0
4,DTLZ6,r2,R2,0.05025025388100221,0
4,DTLZ6,s-energy,IGD+,0.6907270157309062,0
4,DTLZ6,s-energy,R2,0.006079081879075469,1
4,DTLZ6,spd,IGD+,0.4501158582924829,0
4,DTLZ6,spd,R2,0.6924787964884582,0
4,DTLZ7,eps+,IGD+,0.4357209332113906,0
4,DTLZ7,eps+,R2,0.6448169892321155,0
4,DTLZ7,hv,IGD+,0.002894914487376557,1
4,DTLZ7,hv,R2,0.08921168384404195,0
4,DTLZ7,igd,IGD+,0.25020729685115484,0
4,DTLZ7,igd,R2,0.03307804162234858,1
4,DTLZ7,igd+,IGD+,0.0026043402863259527,1
4,DTLZ7,igd+,R2,0.3747672092222703,0
4,DTLZ7,r2,IGD+,0.3646444313050948,0
4,DTLZ7,r2,R2,0.8044593482988034,0
4,DTLZ7,s-energy,IGD+,0.08641559939090207,0
4,DTLZ7,s-energy,R2,0.02307765769509668,1
4,DTLZ7,spd,IGD+,0.035057721181985524,1
4,DTLZ7,spd,R2,0.32321750417116285,0
4,WFG1,eps+,IGD+,0.22673752815037682,0
4,WFG1,eps+,R2,0.07655614555943561,0
4,WFG1,hv,IGD+,0.21763623906241383,0
4,WFG1,hv,R2,0.8659464177052821,0
4,WFG1,igd,IGD+,0.11996558437806044,0
4,WFG1,igd,R2,0.9282231377407596,0
4,WFG1,igd+,IGD+,0.15400177421054165,0
4,WFG1,igd+,R2,0.9318202579881937,0
4,WFG1,r2,IGD+,0.8198248986011661,0
4,WFG1,r2,R2,0.9807101693351326,0
4,WFG1,s-energy,IGD+,0.21565264215894653,0
4,WFG1,s-energy,R2,0.9502566410480656,0
4,WFG1,spd,IGD+,0.1451732416509154,0
4,WFG1,spd,R2,0.5034519564717577,0
4,WFG2,eps+,IGD+,0.11224550177842318,0
4,WFG2,eps+,R2,0.3962262080513444,0
4,WFG2,hv,IGD+,0.9536701916045787,0
4,WFG2,hv,R2,0.2998115708202017,0
4,WFG2,igd,IGD+,0.7081759494721875,0
4,WFG2,igd,R2,0.44209134456758437,0
4,WFG2,igd+,IGD+,0.400042405636916,0
4,WFG2,igd+,R2,0.16994239648737555,0
4,WFG2,r2,IGD+,0.46801646714057843,0
4,WFG2,r2,R2,0.1774366882841237,0
4,WFG2,s-energy,IGD+,0.09604657464248537,0
4,WFG2,s-energy,R2,0.7921499607018384,0
4,WFG2,spd,IGD+,0.26145648392968185,0
4,WFG2,spd,R2,0.2528457534257918,0
4,WFG3,eps+,IGD+,0.772472304994281,0
4,WFG3,eps+,R2,0.5598744015156384,0
4,WFG3,hv,IGD+,0.34491221370184133,0
4,WFG3,hv,R2,0.6092360887752177,0
4,WFG3,igd,IGD+,0.24039470987759273,0
4,WFG3,igd,R2,0.29426060762983625,0
4,WFG3,igd+,IGD+,0.10226451787908623,0
4,WFG3,igd+,R2,0.5616556886410263,0
4,WFG3,r2,IGD+,0.0031538117466547544,1
4,WFG3,r2,R2,0.9357984021110102,0
4,WFG3,s-energy,IGD+,0.19023352452767964,0
4,WFG3,s-energy,R2,0.7412380820917549,0
4,WFG3,spd,IGD+,0.1532494404986245,0
4,WFG3,spd,R2,0.268510216956189,0
4,WFG4,eps+,IGD+,0.48957571281150636,0
4,WFG4,eps+,R2,0.0004568206192546223,1
4,WFG4,hv,IGD+,1.1916797801812506e-09,1
4,WFG4,hv,R2,0.1509724462788927,0
4,WFG4,igd,IGD+,0.00046673848278280957,1
4,WFG4,igd,R2,0.7000712452542948,0
4,WFG4,igd+,IGD+,5.278542793466627e-10,1
4,WFG4,igd+,R2,0.407477600856548,0
4,WFG4,r2,IGD+,6.308166967053806e-05,1
4,WFG4,r2,R2,0.03633773606565581,1
4,WFG4,s-energy,IGD+,0.3366686007235888,0
4,WFG4,s-energy,R2,0.9851271538338814,0
4,WFG4,spd,IGD+,0.31532122330195267,0
4,WFG4,spd,R2,0.9966384511872725,0
4,WFG5,eps+,IGD+,0.17299160788207146,0
4,WFG5,eps+,R2,0.49780961365234255,0
4,WFG5,hv,IGD+,4.8599935755937526e-05,1
4,WFG5,hv,R2,0.023283707282610006,1
4,WFG5,igd,IGD+,0.029598509044612285,1
4,WFG5,igd,R2,0.8889746604868205,0
4,WFG5,igd+,IGD+,4.768310486997458e-11,1
4,WFG5,igd+,R2,0.7396178170856812,0
4,WFG5,r2,IGD+,0.3011869080442584,0
4,WFG5,r2,R2,0.16592584096812107,0
4,WFG5,s-energy,IGD+,0.01759530477805252,1
4,WFG5,s-energy,R2,0.1277353268224452,0
4,WFG5,spd,IGD+,0.06866205768776264,0
4,WFG5,spd,R2,0.10038654291296151,0
4,WFG6,eps+,IGD+,0.2049932066394484,0
4,WFG6,eps+,R2,0.3168927925610998,0
4,WFG6,hv,IGD+,0.006001594649059663,1
4,WFG6,hv,R2,0.987025387097424,0
4,WFG6,igd,IGD+,6.0401175316273255e-06,1
4,WFG6,igd,R2,0.23992899031409,0
4,WFG6,igd+,IGD+,1.669671548064279e-05,1
4,WFG6,igd+,R2,0.3865611092915123,0
4,WFG6,r2,IGD+,0.0017109218062766006,1
4,WFG6,r2,R2,0.9410624640606592,0
4,WFG6,s-energy,IGD+,0.9342062010267114,0
4,WFG6,s-energy,R2,0.3856809458126481,0
4,WFG6,spd,IGD+,0.9698036847647686,0
4,WFG6,spd,R2,0.7413730456165507,0
4,WFG7,eps+,IGD+,0.3380335702411824,0
4,WFG7,eps+,R2,0.8822807691151733,0
4,WFG7,hv,IGD+,5.464510023307083e-12,1
4,WFG7,hv,R2,0.8302344192288804,0
4,WFG7,igd,IGD+,0.0004899993484370201,1
4,WFG7,igd,R2,0.01532691778055339,1
4,WFG7,igd+,IGD+,2.714867936772267e-10,1
4,WFG7,igd+,R2,0.8723644886412618,0
4,WFG7,r2,IGD+,3.971682428850796e-06,1
4,WFG7,r2,R2,0.3990717452711557,0
4,WFG7,s-energy,IGD+,0.006908478332779986,1
4,WFG7,s-energy,R2,0.6501186240060609,0
4,WFG7,spd,IGD+,0.005294003120235532,1
4,WFG7,spd,R2,0.93786756016117,0
4,WFG8,eps+,IGD+,2.2245582563454205e-06,1
4,WFG8,eps+,R2,0.37343084065018584,0
4,WFG8,hv,IGD+,3.518876872075132e-12,1
4,WFG8,hv,R2,0.021760946638804464,1
4,WFG8,igd,IGD+,1.898116280026616e-06,1
4,WFG8,igd,R2,0.9215932967268543,0
4,WFG8,igd+,IGD+,2.667427004490585e-13,1
4,WFG8,igd+,R2,0.0749828863703589,0
4,WFG8,r2,IGD+,0.5217827466361581,0
4,WFG8,r2,R2,0.5682430473566475,0
4,WFG8,s-energy,IGD+,0.5234982892091455,0
4,WFG8,s-energy,R2,0.04383050179198912,1
4,WFG8,spd,IGD+,0.2730080222687214,0
4,WFG8,spd,R2,0.9070255208209588,0
4,WFG9,eps+,IGD+,0.0022354831841974974,1
4,WFG9,eps+,R2,0.7465473163831273,0
4,WFG9,hv,IGD+,3.0892487880797674e-07,1
4,WFG9,hv,R2,0.9885550680400245,0
4,WFG9,igd,IGD+,3.2425279844403717e-06,1
4,WFG9,igd,R2,0.8865467034874452,0
4,WFG9,igd+,IGD+,7.985448477922467e-08,1
4,WFG9,igd+,R2,0.9273976179628947,0
4,WFG9,r2,IGD+,0.019741321606146767,1
4,WFG9,r2,R2,0.8234316863881301,0
4,WFG9,s-energy,IGD+,0.010613147044611172,1
4,WFG9,s-energy,R2,0.9315740540610079,0
4,WFG9,spd,IGD+,0.04730313454123365,1
4,WFG9,spd,R2,0.5526881536452437,0
5,DTLZ1,eps+,IGD+,0.46720809125176066,0
5,DTLZ1,eps+,R2,0.11368041907857807,0
5,DTLZ1,hv,IGD+,0.02852990675784427,1
5,DTLZ1,hv,R2,0.86758396388147,0
5,DTLZ1,igd,IGD+,0.07329420181598986,0
5,DTLZ1,igd,R2,0.864232027231389,0
5,DTLZ1,igd+,IGD+,0.02431215910901807,1
5,DTLZ1,igd+,R2,0.9616342684572586,0
5,DTLZ1,r2,IGD+,0.5996341709061302,0
5,DTLZ1,r2,R2,0.8426395671536131,0
5,DTLZ1,s-energy,IGD+,0.15129829371894485,0
5,DTLZ1,s-energy,R2,0.15477920422102043,0
5,DTLZ1,spd,IGD+,0.06324098129698418,0
5,DTLZ1,spd,R2,0.9633097711783163,0
5,DTLZ2,eps+,IGD+,1.1235630450810289e-07,1
5,DTLZ2,eps+,R2,0.7770648789029478,0
5,DTLZ2,hv,IGD+,4.915411727400357e-12,1
5,DTLZ2,hv,R2,0.34665765621375816,0
5,DTLZ2,igd,IGD+,4.5340699153989175e-10,1
5,DTLZ2,igd,R2,0.24835950096345,0
5,DTLZ2,igd+,IGD+,2.6446282901914567e-12,1
5,DTLZ2,igd+,R2,0.4189782178647614,0
5,DTLZ2,r2,IGD+,0.021606444726982716,1
5,DTLZ2,r2,R2,0.4181922535159385,0
5,DTLZ2,s-energy,IGD+,6.16758703188284e-15,1
5,DTLZ2,s-energy,R2,0.22167272137993893,0
5,DTLZ2,spd,IGD+,3.548595919344466e-16,1
5,DTLZ2,spd,R2,0.088664090508422,0
5,DTLZ3,eps+,IGD+,0.00017204585737626396,1
5,DTLZ3,eps+,R2,0.5969027416891426,0
5,DTLZ3,hv,IGD+,6.655581072388823e-06,1
5,DTLZ3,hv,R2,0.5424871311172987,0
5,DTLZ3,igd,IGD+,0.31793872200602924,0
5,DTLZ3,igd,R2,0.2887236192048389,0
5,DTLZ3,igd+,IGD+,9.443484793009868e-06,1
5,DTLZ3,igd+,R2,0.6039885780774266,0
5,DTLZ3,r2,IGD+,0.46637574672555415,0
5,DTLZ3,r2,R2,0.7918530328175131,0
5,DTLZ3,s-energy,IGD+,0.00031568064363560677,1
5,DTLZ3,s-energy,R2,0.026934989576032214,1
5,DTLZ3,spd,IGD+,3.854219281269719e-06,1
5,DTLZ3,spd,R2,0.3791570091897386,0
5,DTLZ4,eps+,IGD+,0.061009085642937624,0
5,DTLZ4,eps+,R2,0.9874476962918713,0
5,DTLZ4,hv,IGD+,0.00029921508117771204,1
5,DTLZ4,hv,R2,0.9663395279554506,0
5,DTLZ4,igd,IGD+,5.012757500556777e-05,1
5,DTLZ4,igd,R2,0.9707022904014901,0
5,DTLZ4,igd+,IGD+,0.0007514768668980158,1
5,DTLZ4,igd+,R2,0.9441396345072071,0
5,DTLZ4,r2,IGD+,0.9727998503874558,0
5,DTLZ4,r2,R2,0.6290214175288456,0
5,DTLZ4,s-energy,IGD+,3.587515821205852e-05,1
5,DTLZ4,s-energy,R2,0.8155804842452207,0
5,DTLZ4,spd,IGD+,2.751109571186369e-06,1
5,DTLZ4,spd,R2,0.9923947871123509,0
5,DTLZ5,eps+,IGD+,0.08641559939090207,0
5,DTLZ5,eps+,R2,0.9503056419664115,0
5,DTLZ5,hv,IGD+,0.1320618562877206,0
5,DTLZ5,hv,R2,0.7562150882641798,0
5,DTLZ5,igd,IGD+,0.6713756518222849,0
5,DTLZ5,igd,R2,0.434112907057652,0
5,DTLZ5,igd+,IGD+,0.03385718559988089,1
5,DTLZ5,igd+,R2,0.3811563754454143,0
5,DTLZ5,r2,IGD+,0.56868154082717,0
5,DTLZ5,r2,R2,0.5229502378629686,0
5,DTLZ5,s-energy,IGD+,0.22879916620322227,0
5,DTLZ5,s-energy,R2,0.17906936954054903,0
5,DTLZ5,spd,IGD+,0.5599164893046426,0
5,DTLZ5,spd,R2,0.7401728098102456,0
5,DTLZ6,eps+,IGD+,1.300834930818956e-07,1
5,DTLZ6,eps+,R2,0.7496385913131098,0
5,DTLZ6,hv,IGD+,1.6154130379628299e-07,1
5,DTLZ6,hv,R2,0.5677260763183343,0
5,DTLZ6,igd,IGD+,1.0892590010140285e-07,1
5,DTLZ6,igd,R2,0.731797567684081,0
5,DTLZ6,igd+,IGD+,6.729963909864783e-08,1
5,DTLZ6,igd+,R2,0.6155716164322973,0
5,DTLZ6,r2,IGD+,0.00030694531026069776,1
5,DTLZ6,r2,R2,0.6360492456457028,0
5,DTLZ6,s-energy,IGD+,2.595299271232353e-05,1
5,DTLZ6,s-energy,R2,0.6191319185409759,0
5,DTLZ6,spd,IGD+,1.6758926313633788e-06,1
5,DTLZ6,spd,R2,0.9458126078881394,0
5,DTLZ7,eps+,IGD+,0.18756271603708502,0
5,DTLZ7,eps+,R2,0.24032194840412166,0
5,DTLZ7,hv,IGD+,1.3813011426678489e-15,1
5,DTLZ7,hv,R2,0.9462323896114432,0
5,DTLZ7,igd,IGD+,3.017412930263783e-13,1
5,DTLZ7,igd,R2,0.9790517114418256,0
5,DTLZ7,igd+,IGD+,5.536755290671031e-15,1
5,DTLZ7,igd+,R2,0.65289805235766,0
5,DTLZ7,r2,IGD+,0.0015467705663153167,1
5,DTLZ7,r2,R2,0.6758948847930425,0
5,DTLZ7,s-energy,IGD+,1.5375106007039855e-09,1
5,DTLZ7,s-energy,R2,0.7152325520558402,0
5,DTLZ7,spd,IGD+,2.773815703972471e-07,1
5,DTLZ7,spd,R2,0.7117692300062872,0
5,WFG1,eps+,IGD+,0.10715460084520496,0
5,WFG1,eps+,R2,0.1250526568274394,0
5,WFG1,hv,IGD+,0.13339324406323308,0
5,WFG1,hv,R2,0.3876376590782011,0
5,WFG1,igd,IGD+,0.39551231051660657,0
5,WFG1,igd,R2,0.013594120823576236,1
5,WFG1,igd+,IGD+,0.5098284811091143,0
5,WFG1,igd+,R2,0.5289948356405737,0
5,WFG1,r2,IGD+,0.8656017120910876,0
5,WFG1,r2,R2,0.5666384566355687,0
5,WFG1,s-energy,IGD+,0.9737257507919671,0
5,WFG1,s-energy,R2,0.6240329538414531,0
5,WFG1,spd,IGD+,0.8837724277381123,0
5,WFG1,spd,R2,0.9158655304430706,0
5,WFG2,eps+,IGD+,0.07764511972865636,0
5,WFG2,eps+,R2,0.038602952913029696,1
5,WFG2,hv,IGD+,0.6093082907614024,0
5,WFG2,hv,R2,0.16579209155934047,0
5,WFG2,igd,IGD+,0.12243054881614177,0
5,WFG2,igd,R2,0.2913333460317657,0
5,WFG2,igd+,IGD+,0.06967344400798677,0
5,WFG2,igd+,R2,0.17108578414580847,0
5,WFG2,r2,IGD+,0.2754397441664529,0
5,WFG2,r2,R2,0.03437275367526541,1
5,WFG2,s-energy,IGD+,0.7559379344600048,0
5,WFG2,s-energy,R2,0.7986005527843972,0
5,WFG2,spd,IGD+,0.6404736975105731,0
5,WFG2,spd,R2,0.5903947208883566,0
5,WFG3,eps+,IGD+,0.8850229903188622,0
5,WFG3,eps+,R2,0.2720125365684091,0
5,WFG3,hv,IGD+,0.31532122330195267,0
5,WFG3,hv,R2,0.5135407166183092,0
5,WFG3,igd,IGD+,0.4246892815323928,0
5,WFG3,igd,R2,0.9792759650493097,0
5,WFG3,igd+,IGD+,0.04538908068115246,1
5,WFG3,igd+,R2,0.22874444146050296,0
5,WFG3,r2,IGD+,0.07043638107831159,0
5,WFG3,r2,R2,0.9381551312931588,0
5,WFG3,s-energy,IGD+,0.48957571281150636,0
5,WFG3,s-energy,R2,0.46660129909124337,0
5,WFG3,spd,IGD+,0.3352194025317182,0
5,WFG3,spd,R2,0.6650566734585416,0
5,WFG4,eps+,IGD+,0.11575393094491158,0
5,WFG4,eps+,R2,0.7524127272068681,0
5,WFG4,hv,IGD+,1.4847500478487497e-07,1
5,WFG4,hv,R2,0.43699563837096733,0
5,WFG4,igd,IGD+,0.3245463033380458,0
5,WFG4,igd,R2,0.4558093145707164,0
5,WFG4,igd+,IGD+,8.431733678550274e-08,1
5,WFG4,igd+,R2,0.1352493668914641,0
5,WFG4,r2,IGD+,0.5529275789151552,0
5,WFG4,r2,R2,0.6012843364113158,0
5,WFG4,s-energy,IGD+,0.00954082126343029,1
5,WFG4,s-energy,R2,0.9967510758848817,0
5,WFG4,spd,IGD+,0.20811574877278075,0
5,WFG4,spd,R2,0.956661005012971,0
5,WFG5,eps+,IGD+,0.02147714190035865,1
5,WFG5,eps+,R2,0.11308165910845627,0
5,WFG5,hv,IGD+,1.9280538139663508e-08,1
5,WFG5,hv,R2,0.11308165910845627,0
5,WFG5,igd,IGD+,0.7997632817866112,0
5,WFG5,igd,R2,0.9250785127172121,0
5,WFG5,igd+,IGD+,3.1872046841073405e-10,1
5,WFG5,igd+,R2,0.9250785127172121,0
5,WFG5,r2,IGD+,0.2136831119620767,0
5,WFG5,r2,R2,0.11308165910845627,0
5,WFG5,s-energy,IGD+,0.056831969451227815,0
5,WFG5,s-energy,R2,0.9250785127172121,0
5,WFG5,spd,IGD+,0.11151985223277974,0
5,WFG5,spd,R2,0.9250785127172121,0
5,WFG6,eps+,IGD+,0.07198466088998438,0
5,WFG6,eps+,R2,0.877966855402784,0
5,WFG6,hv,IGD+,0.003259217288201894,1
5,WFG6,hv,R2,0.09531225805312094,0
5,WFG6,igd,IGD+,0.034653246455163184,1
5,WFG6,igd,R2,0.9933917557771554,0
5,WFG6,igd+,IGD+,0.0003555981537931496,1
5,WFG6,igd+,R2,0.025817717428491566,1
5,WFG6,r2,IGD+,0.00258714667545354,1
5,WFG6,r2,R2,0.23019485906630058,0
5,WFG6,s-energy,IGD+,0.02840447181862338,1
5,WFG6,s-energy,R2,0.4575241616170357,0
5,WFG6,spd,IGD+,0.6084545462678915,0
5,WFG6,spd,R2,0.4575241616170357,0
5,WFG7,eps+,IGD+,0.01224713992452492,1
5,WFG7,eps+,R2,0.4104888196022122,0
5,WFG7,hv,IGD+,3.0686245137383982e-09,1
5,WFG7,hv,R2,0.00872989607212365,1
5,WFG7,igd,IGD+,0.4828978275493988,0
5,WFG7,igd,R2,0.5707266062416773,0
5,WFG7,igd+,IGD+,9.015021095172282e-10,1
5,WFG7,igd+,R2,0.0547960267328097,0
5,WFG7,r2,IGD+,0.9901966506904434,0
5,WFG7,r2,R2,0.9980153843299814,0
5,WFG7,s-energy,IGD+,0.00948106447340073,1
5,WFG7,s-energy,R2,0.6773066059122902,0
5,WFG7,spd,IGD+,0.07400136180028573,0
5,WFG7,spd,R2,0.6806979692616886,0
5,WFG8,eps+,IGD+,0.004151784502344427,1
5,WFG8,eps+,R2,0.5118645901716867,0
5,WFG8,hv,IGD+,9.042087108271413e-08,1
5,WFG8,hv,R2,0.7539769588138655,0
5,WFG8,igd,IGD+,0.45334597632184237,0
5,WFG8,igd,R2,0.9056143769739032,0
5,WFG8,igd+,IGD+,0.3561032250059477,0
5,WFG8,igd+,R2,0.5394860786878081,0
5,WFG8,r2,IGD+,0.7902588520753637,0
5,WFG8,r2,R2,0.6777688380099023,0
5,WFG8,s-energy,IGD+,1.7064166905089407e-07,1
5,WFG8,s-energy,R2,0.6190250151572825,0
5,WFG8,spd,IGD+,0.0006868158054420141,1
5,WFG8,spd,R2,0.10147706391732426,0
5,WFG9,eps+,IGD+,0.012711070572327524,1
5,WFG9,eps+,R2,0.29113892386008033,0
5,WFG9,hv,IGD+,2.1747272576671776e-06,1
5,WFG9,hv,R2,0.4789816534348751,0
5,WFG9,igd,IGD+,0.16807354111462477,0
5,WFG9,igd,R2,0.7500057223535759,0
5,WFG9,igd+,IGD+,0.0002538677923986006,1
5,WFG9,igd+,R2,0.9803598338595156,0
5,WFG9,r2,IGD+,0.7870587077252594,0
5,WFG9,r2,R2,0.2625215357360546,0
5,WFG9,s-energy,IGD+,0.8152632445237722,0
5,WFG9,s-energy,R2,0.30873179374372717,0
